Date,Open,High,Low,Close,Volume,bais_self,bais_oil
2009/1/27,33.24,33.42,32.1,32.32,20378216,-1.071319253,0.00887929
2009/1/28,33.26,33.51,32.62,33,13487240,2.103960396,-0.01094196
2009/1/29,32.61,32.66,31.63,31.85,14592701,-3.484848485,0.003607504
2009/1/30,31.58,31.73,30.06,30.85,20959782,-3.139717425,-0.009106159
2009/2/2,30.1,30.8,29.6,30.29,16967332,-1.815235008,-0.011608222
2009/2/3,29.81,31.03,29.81,29.99,18883570,-0.990425883,-0.014680695
2009/2/4,30.44,31.57,30.2,30.6,17419265,2.034011337,0.021852496
2009/2/5,30.35,32.09,30.2,31.61,17794239,3.300653595,-0.022114216
2009/2/6,32.38,33.85,32.21,33.28,17010042,5.283138247,-0.01640159
2009/2/9,33.47,33.6,32.4,32.72,9067687,-1.682692308,-0.051541182
2009/2/10,32.86,33.31,30.61,30.92,17208728,-5.501222494,-0.042887587
2009/2/11,31.35,31.93,30.65,31.13,10550562,0.679172057,-0.052880601
2009/2/12,30.75,31.09,30.03,31.02,13666548,-0.35335689,0.10578901
2009/2/13,31.41,31.84,30.85,30.94,10188719,-0.25789813,-0.070954026
2009/2/17,30.3,30.5,28.52,28.98,22206963,-6.334841629,-0.008295195
2009/2/18,29.16,29.22,27.77,28.44,17864465,-1.863354037,0.142197866
2009/2/19,28.95,28.98,26.86,27.02,17839493,-4.992967651,-0.006313131
2009/2/20,26.14,27.27,26.02,26.66,19735615,-1.33234641,-0.042947903
2009/2/23,27.26,27.26,25.06,25.12,16296249,-5.776444111,0.031864047
2009/2/24,25.25,26.32,24.42,26.04,22358893,3.662420382,0.071538857
2009/2/25,26.04,26.05,24.36,25.03,17737459,-3.878648233,0.03698367
2009/2/26,25.4,25.72,24.15,24.23,14301381,-3.196164602,0.022464104
2009/2/27,23.75,25.23,23.5,24.61,16875881,1.568303756,-0.092412231
2009/3/2,24.07,24.2,22.03,22.17,21017521,-9.914668834,0.03743449
2009/3/3,22.65,23.29,21.71,22.47,22406593,1.353179973,0.089247053
2009/3/4,23.81,26.39,23.66,25.44,37257614,13.2176235,-0.038427562
2009/3/5,24.7,24.7,23.18,23.49,21400683,-7.66509434,0.04340836
2009/3/6,23.9,24.91,22.52,23.23,19999667,-1.10685398,0.034778781
2009/3/9,22.88,24.86,22.72,23.92,19512594,2.97029703,-0.028291853
2009/3/10,24.76,26.97,24.53,26.51,22468735,10.8277592,-0.070490368
2009/3/11,26.97,27.13,25.66,26.31,15782030,-0.75443229,0.104804522
2009/3/12,26.21,27.17,25.27,27.02,13787319,2.698593691,-0.014709017
2009/3/13,27.44,27.61,26.02,26.78,10861356,-0.88823094,0.024015578
2009/3/16,27.07,27.4,26.28,26.42,13217078,-1.344286781,0.034650327
2009/3/17,26.51,26.85,25.67,26.83,14260456,1.551854656,-0.017357566
2009/3/18,26.24,27.93,25.7,27.47,17979620,2.385389489,0.069409809
2009/3/19,27.97,28.85,27.77,28.41,17543534,3.421914816,0.001748931
2009/3/20,28.63,28.9,26.73,27.07,16536150,-4.716649067,0.029097963
2009/3/23,28.14,29.65,27.53,29.63,14464865,9.456963428,0.005843544
2009/3/24,29.54,30.33,28.54,29.4,13693942,-0.776240297,-0.020989505
2009/3/25,30.14,30.99,27.69,28.91,20701972,-1.666666667,0.031202144
2009/3/26,29.57,30.98,29.45,30.78,16161595,6.468350052,-0.027102283
2009/3/27,30.2,30.74,29.75,30.35,11277622,-1.397011046,-0.074794886
2009/3/30,29.34,29.5,27.05,27.53,15828531,-9.291598023,0.02371623
2009/3/31,28.16,28.45,27.44,27.96,13405844,1.561932437,-0.023771152
2009/4/1,27.5,29.52,27.44,28.99,15308384,3.683834049,0.085637639
2009/4/2,30.29,31.98,30,31.54,21645529,8.796136599,-0.001710701
2009/4/3,31.6,32.7,30.92,32.15,13674074,1.934051997,-0.027037319
2009/4/6,31.72,32,30.23,31.31,11067877,-2.612752722,-0.038551859
2009/4/7,30.39,30.5,29.38,29.45,13160375,-5.940594059,0.004884999
2009/4/8,29.77,30.35,28.88,29.57,12817123,0.407470289,0.058132469
2009/4/9,30.51,32.7,30.51,32.52,18173081,9.976327359,-0.038667688
2009/4/13,32.25,33.56,31.48,33.16,12458996,1.96801968,-0.014137794
2009/4/14,32.67,33.94,32.41,32.7,11035731,-1.38721351,-0.005049485
2009/4/15,32.6,33.2,32.07,33.02,11225779,0.978593272,0.014413317
2009/4/16,32.5,33.12,31.33,32.71,16228112,-0.938824955,0.007804683
2009/4/17,32.68,32.72,31.21,32.29,14725748,-1.284011006,-0.090150913
2009/4/20,31.62,31.62,30.17,30.48,14373723,-5.605450604,0.018114361
2009/4/21,28.98,31.7,28.5,31.39,29529757,2.985564304,0.016291533
2009/4/22,31.56,34.92,31.4,32.45,29668089,3.376871615,0.022147226
2009/4/23,32.73,32.74,31.47,32.45,16290764,0,0.045191911
2009/4/24,32.65,34.19,32.24,33.63,15806244,3.636363636,-0.026850938
2009/4/27,32.73,34.1,32.69,33.39,9648613,-0.713648528,-0.005680665
2009/4/28,33,33.55,32.4,32.78,8481323,-1.82689428,0.024076719
2009/4/29,33.17,34.15,33,33.69,11983420,2.776082977,0.003187886
2009/4/30,34.42,36.4,34.35,35.58,20109162,5.609973286,0.036345581
2009/5/1,35.87,37.71,35.65,37.26,14114765,4.721753794,0.043503258
2009/5/4,37.93,38.92,37.6,38.48,14400664,3.274288782,-0.011753903
2009/5/5,38.35,39.58,38.25,39.41,13610143,2.416839917,0.046088088
2009/5/6,39.94,40.64,38.41,40,14763055,1.497081959,0.006750755
2009/5/7,40.54,40.96,37.21,37.92,16973985,-5.2,0.0337039
2009/5/8,38.49,39.92,38.28,39.64,15556455,4.535864979,-0.013485831
2009/5/11,38.75,39.08,38.07,38.43,9487208,-3.05247225,0.017650112
2009/5/12,38.74,39,37.13,38.06,11919731,-0.962789487,-0.013773168
2009/5/13,36.97,37.03,35.78,36.08,13419822,-5.202312139,0.01
2009/5/14,35.87,36.78,35.38,36.07,12056630,-0.027716186,-0.035165586
2009/5/15,36.06,36.95,35.15,35.74,14012233,-0.914887718,0.043701345
2009/5/18,36.53,37.82,36.11,37.78,11019244,5.707890319,0.008984574
2009/5/19,38.29,38.5,37.54,37.67,10544398,-0.291159344,0.032426075
2009/5/20,38.09,39.3,37.17,37.3,13806124,-0.982213963,-0.015622457
2009/5/21,36.76,37.01,35.37,35.54,14110274,-4.71849866,0.010910894
2009/5/22,36.05,36.1,34.18,34.31,14294224,-3.460889139,0.021749796
2009/5/26,34.38,35.84,34.03,35,13797247,2.011075488,0.014884763
2009/5/27,35.5,35.59,34.85,35.05,13519246,0.142857143,0.026494244
2009/5/28,34.79,34.8,33.44,34.59,15120769,-1.312410842,0.018743279
2009/5/29,34.96,35.62,34.79,35.46,11077439,2.515177797,0.034383954
2009/6/1,36.37,37.73,36.35,37.55,14336881,5.893965031,-0.000145794
2009/6/2,37.51,37.95,37.19,37.45,7734889,-0.266311585,-0.035578886
2009/6/3,37,37.21,36.23,36.66,9236387,-2.109479306,0.04021772
2009/6/4,36.86,38.22,36.28,38.02,11318218,3.709765412,-0.005377907
2009/6/5,38.52,38.76,37.34,38.47,15819817,1.183587585,-0.00555312
2009/6/8,38.03,38.88,36.9,38.57,13726404,0.259942813,0.028949302
2009/6/9,38.5,38.9,37.9,38.24,10480159,-0.855587244,0.019423022
2009/6/10,38.74,38.75,36.93,37.62,14927679,-1.621338912,0.01835248
2009/6/11,37.79,38.29,37.25,37.61,10273799,-0.026581606,-0.007703948
2009/6/12,37.47,37.77,37.02,37.73,8567660,0.319064079,-0.022043533
2009/6/15,37.01,37.09,35.87,36.12,10458033,-4.26716141,-0.000992345
2009/6/16,36.46,36.97,35.39,35.56,12501677,-1.550387597,0.008514261
2009/6/17,35.2,35.27,33.75,34.8,15381883,-2.137232846,0.004924722
2009/6/18,34.92,34.93,33.55,34.08,16247943,-2.068965517,-0.025483058
2009/6/19,34.45,34.6,33.45,33.65,14487231,-1.261737089,-0.036063218
2009/6/22,33.46,33.49,32.01,32.36,14198531,-3.833580981,0.025637204
2009/6/23,32.47,33.15,32.14,33,10935872,1.977750309,-0.009736957
2009/6/24,33.52,34.36,33.13,33.4,10349239,1.212121212,0.022894042
2009/6/25,33.92,34.78,33.18,34.49,11641601,3.263473054,-0.007747489
2009/6/26,34.54,35.2,34.1,34.56,12586667,0.202957379,0.03340081
2009/6/29,34.86,35.3,34.15,34.74,6831517,0.520833333,-0.02308661
2009/6/30,34.69,34.74,32.99,33.04,16880064,-4.893494531,-0.007161272
2009/7/1,33.48,34.15,33.15,33.19,11586651,0.453995157,-0.038084247
2009/7/2,32.79,32.79,31.74,31.74,13564133,-4.368785779,-0.039292142
2009/7/6,31.57,31.83,30.96,31.7,10887071,-0.126023945,-0.018420231
2009/7/7,31.62,31.77,30.24,30.29,14616035,-4.447949527,-0.043416031
2009/7/8,30.49,30.71,30.01,30.58,15867731,0.957411687,0.003491272
2009/7/9,31.15,31.34,30.58,30.65,10184906,0.228907783,-0.007123923
2009/7/10,30.4,30.65,30.03,30.53,10456627,-0.391517129,-0.004004672
2009/7/13,30.81,31.8,30.25,31.8,11100799,4.159842778,-0.001172726
2009/7/14,31.5,31.96,31.22,31.93,10131875,0.408805031,0.031365314
2009/7/15,32.39,33.97,32.39,33.84,18069302,5.981835265,0.009432428
2009/7/16,33.6,34.26,33.14,34.15,10227464,0.91607565,0.024005155
2009/7/17,33.98,34.3,33.79,33.99,8814755,-0.46852123,0.005821271
2009/7/20,35.32,36.75,35.25,36.65,21979416,7.825831127,0.013765056
2009/7/21,40.81,41.45,38.04,39.46,62789275,7.667121419,-0.003548835
2009/7/22,38.47,39.39,38.1,38.66,16660027,-2.027369488,0.023536699
2009/7/23,38.76,41.5,38.6,41.26,19375234,6.725297465,0.01301059
2009/7/24,40.93,42.08,40.25,42,17017373,1.793504605,0.020609319
2009/7/27,41.85,42.99,41.55,42.86,14346613,2.047619048,-0.016095991
2009/7/28,42.34,43.58,41.9,42.9,16698600,0.093327112,-0.056811422
2009/7/29,42.54,42.55,41.3,41.83,12388861,-2.494172494,0.05487228
2009/7/30,42.65,43.87,42.61,43.41,14924263,3.777193402,0.035276532
2009/7/31,43.26,44.47,43,44.06,11731973,1.497350841,0.033641351
2009/8/3,44.68,45.49,44.34,45.12,12261776,2.405810259,-0.002654002
2009/8/4,45.45,47.95,45.35,47.89,25333364,6.139184397,0.007983193
2009/8/5,47.76,48.08,46.43,46.64,15598551,-2.610148256,-0.000138947
2009/8/6,47.12,47.8,46.56,47.14,12247626,1.072041166,-0.013757643
2009/8/7,47.95,48.22,47.42,47.78,15354632,1.35765804,-0.005354375
2009/8/10,47.59,48.2,46.59,47.15,11558084,-1.318543324,-0.016007933
2009/8/11,46.77,46.8,45.03,46.28,13091530,-1.845174973,0.008926001
2009/8/12,45.9,48.05,45.6,47.58,11465801,2.808988764,0.006992009
2009/8/13,48.02,48.06,46.64,47.17,9608385,-0.861706599,-0.043361202
2009/8/14,47.17,47.25,45.44,46,9107440,-2.480390078,-0.01170197
2009/8/17,44.75,44.75,43.28,43.95,11389289,-4.456521739,0.037470024
2009/8/18,44.2,45.28,44.06,45.11,8899222,2.639362912,0.047963016
2009/8/19,44,45.75,43.6,45.17,9051051,0.133008202,-0.00192997
2009/8/20,44.93,45.64,44.66,45.5,6888678,0.730573389,0.009944751
2009/8/21,46.03,47.33,45.62,47.3,12329902,3.956043956,0.007658643
2009/8/24,47.9,48.93,47.34,47.56,9773398,0.549682875,-0.028230185
2009/8/25,47.79,48.33,47.36,47.83,9576236,0.567703953,-0.003072626
2009/8/26,47.71,47.76,46.75,47.25,7903866,-1.212628058,0.015550574
2009/8/27,47,47.36,45.92,47.08,8309116,-0.35978836,0.003172851
2009/8/28,47.58,48,46.26,46.71,7568431,-0.785896347,-0.037816282
2009/8/31,45.77,45.9,44.9,45.31,10475258,-2.99721687,-0.026582821
2009/9/1,44.9,46.51,43.74,43.84,13905656,-3.244316928,-0.001174571
2009/9/2,43.84,44.04,43.19,43.51,8887171,-0.752737226,-0.001910922
2009/9/3,44.31,45.12,43.63,45.04,8787108,3.516433004,0.000736377
2009/9/4,45.03,46.32,44.84,46.11,7403465,2.375666075,0.046063282
2009/9/8,46.9,47.27,46.36,46.97,7448269,1.865105183,0.002673044
2009/9/9,47.04,48.75,46.5,48.41,12362478,3.065786672,0.009541181
2009/9/10,48.13,48.75,47.63,48.69,8197166,0.578392894,-0.036275191
2009/9/11,48.72,49.11,47.81,48.53,9760270,-0.328609571,-0.006922411
2009/9/14,48.02,49.1,47.75,48.77,6910435,0.49453946,0.028318327
2009/9/15,49.11,52.12,48.65,51.7,20594843,6.007791675,0.023866685
2009/9/16,52.31,52.94,51.94,52.62,12789034,1.779497099,-0.000275862
2009/9/17,52.59,54.47,52.51,53.89,15287028,2.413530977,-0.007312362
2009/9/18,54.11,54.49,52.94,53.42,12398936,-0.872146966,-0.030715775
2009/9/21,52.68,53.43,51.82,52.46,10109646,-1.797079745,0.025236593
2009/9/22,52.99,54.43,52.86,54.34,11181110,3.583682806,-0.038601399
2009/9/23,54.43,54.71,53.11,53.14,9617535,-2.208317998,-0.043642712
2009/9/24,53.28,53.8,51.1,51.85,11803353,-2.427549868,0.002585945
2009/9/25,52.17,52.72,51.05,51.2,10788009,-1.253616201,0.01183432
2009/9/28,51.75,52.4,51.25,52.18,6042048,1.9140625,-0.001949318
2009/9/29,52.23,52.89,51.49,51.6,7541906,-1.111536987,0.05859375
2009/9/30,52.2,52.47,50.37,51.33,10651982,-0.523255814,0.002980414
2009/10/1,50.82,51.09,49.3,49.45,12845531,-3.662575492,-0.01231074
2009/10/2,48.68,49.45,47.5,48.83,10681413,-1.253791709,0.006590258
2009/10/5,49.2,50.8,49.05,50.75,8670666,3.932009011,0.006404782
2009/10/6,51.4,52.39,50.69,51.7,9779291,1.871921182,-0.015697921
2009/10/7,51.25,52.08,51.25,51.9,7439230,0.386847195,0.030028736
2009/10/8,52.53,53.26,51.76,53.09,11199460,2.292870906,0.000836937
2009/10/9,52.51,53.7,52.31,53.64,8050395,1.035976643,0.020766551
2009/10/12,53.99,54,52.81,53.05,6687965,-1.099925429,0.011742217
2009/10/13,52.9,53.19,52.08,52.74,6516328,-0.584354383,0.014844804
2009/10/14,53.52,54.51,53.05,54.51,9193396,3.356086462,0.03125
2009/10/15,54,54.79,53.51,54.77,7367763,0.476976702,0.012765957
2009/10/16,54.11,54.75,53.62,54.57,8839642,-0.365163411,0.0118411
2009/10/19,54.89,58.2,54.86,57.85,18786329,6.01062855,-0.007550019
2009/10/20,61.17,61.28,58.37,59.61,33902578,3.042350908,0.027386839
2009/10/21,59.05,60.12,58.23,58.4,17064292,-2.029860762,-0.002591633
2009/10/22,57.8,58.9,56.3,58.74,11385203,0.582191781,-0.008784954
2009/10/23,58.61,59.59,57.43,57.6,8775971,-1.940755873,-0.018724254
2009/10/26,57.99,59.08,56.83,57.07,9795695,-0.920138889,0.010685663
2009/10/27,56.9,57.6,56.39,56.69,10949636,-0.665848957,-0.025928257
2009/10/28,56.22,57.06,54.42,54.43,12089675,-3.986593756,0.031657837
2009/10/29,55.3,57.34,55.02,57.25,9869030,5.180966379,-0.03507014
2009/10/30,57.09,57.9,54.64,55.06,12049462,-3.825327511,0.013499481
2009/11/2,55.7,56.72,54.26,55.49,9970847,0.780966219,0.019211066
2009/11/3,54.98,56.73,54.64,56.46,7770466,1.748062714,0.009047499
2009/11/4,56.93,57.83,56.1,56.22,8644656,-0.425079702,-0.008219178
2009/11/5,56.74,58.09,56.59,57.99,6847305,3.148345784,-0.02812657
2009/11/6,57.38,58.2,56.54,57.6,6161561,-0.672529747,0.026356589
2009/11/9,58.38,60.09,58.24,60,12253206,4.166666667,-0.00541289
2009/11/10,59.83,60.33,59.07,59.96,8874103,-0.066666667,0.001898494
2009/11/11,60.76,60.82,59.47,60.06,7497636,0.166777852,-0.024128348
2009/11/12,59.83,60.12,58.18,58.57,7589168,-2.480852481,-0.011779935
2009/11/13,58.85,59.25,58.2,58.78,6444765,0.35854533,0.033665182
2009/11/16,59.5,60.9,59.25,60.4,8334502,2.756039469,0.002154353
2009/11/17,60.05,60.17,59.05,59.88,7095915,-0.860927152,0.005943349
2009/11/18,59.96,60.14,59,59.41,6626712,-0.78490314,-0.026147077
2009/11/19,58.72,58.74,57.6,58.61,8237061,-1.346574651,-0.008261262
2009/11/20,58.1,58.24,57.04,57.95,8698427,-1.126087698,-0.004425355
2009/11/23,58.96,59.83,57.96,58.14,9484339,0.327868852,-0.021048503
2009/11/24,58.11,58.37,57.24,58,6629607,-0.240798074,0.031650641
2009/11/25,58.02,59.34,57.45,59.04,6245320,1.793103448,-0.016828479
2009/11/27,57.04,58.33,56.75,57.45,5189544,-2.693089431,0.016326531
2009/11/30,57.82,58.51,57.31,58.39,9718475,1.636205396,0.015546055
2009/12/1,59.24,60.25,59.05,59.68,9824285,2.209282411,-0.022579411
2009/12/2,59.85,60.08,58.55,58.94,7879989,-1.239946381,-0.002610285
2009/12/3,59.12,60,58,58.2,7595686,-1.255514082,-0.013216435
2009/12/4,59.13,59.62,57.26,58.3,10448605,0.171821306,-0.020156478
2009/12/7,58.42,58.42,57.32,57.56,6835530,-1.269296741,-0.01759372
2009/12/8,57.14,57.19,56.25,56.38,6482873,-2.050034746,-0.026449924
2009/12/9,56.36,56.59,55.4,56.18,8553021,-0.354735722,-0.001839536
2009/12/10,56.91,57.27,56.51,56.94,6304605,1.352794589,-0.009639921
2009/12/11,57.24,57.65,56.64,57.51,5370042,1.001053741,-0.00543945
2009/12/14,58,58.45,57.75,58.3,4585317,1.373674144,0.016407599
2009/12/15,58.22,58.44,57.8,58.2,4950055,-0.171526587,0.028603795
2009/12/16,58.43,58.85,58,58.23,6738703,0.051546392,-0.000825991
2009/12/17,57.93,57.99,57.01,57.53,5700584,-1.202129487,0.009920088
2009/12/18,58.07,58.1,56.72,57.19,7236672,-0.590996002,-0.008049113
2009/12/21,57.56,57.93,57.3,57.6,5339691,0.71690855,0.010590015
2009/12/22,57.56,57.98,57.32,57.89,4279904,0.503472222,0.034703321
2009/12/23,58.05,58.57,57.89,58.32,4056275,0.742788046,0.010522162
2009/12/24,58.35,58.63,58.19,58.33,1507777,0.017146776,0.023948978
2009/12/28,58.5,58.68,58.17,58.51,3789819,0.308589062,0.002542265
2009/12/29,58.57,58.74,58.12,58.18,2879326,-0.564006153,0.006085964
2009/12/30,57.98,58.22,57.75,58.05,3479880,-0.223444483,0.000504096
2009/12/31,57.6,57.96,56.99,56.99,3860330,-1.826012059,0.026829576
2010/1/4,57.65,59.19,57.51,58.55,7326679,2.737322337,0.002698724
2010/1/5,58.55,59.44,58.23,59.25,5697197,1.195559351,0.016882799
2010/1/6,59.18,59.93,59.05,59.43,4718749,0.303797468,-0.006256015
2010/1/7,59.3,59.9,58.65,59.67,5432913,0.403836446,0.001694915
2010/1/8,59.25,60.37,59.25,60.34,6651511,1.122842299,-0.002417211
2010/1/11,60.95,64.42,60.85,64.13,21958752,6.281073914,-0.021201842
2010/1/12,63.01,63.16,61.18,62.24,13562604,-2.947138625,-0.01398688
2010/1/13,62.1,62.78,61.38,62.33,8399054,0.144601542,-0.003891539
2010/1/14,62.1,62.84,61.75,61.98,6224295,-0.561527354,-0.017517328
2010/1/15,61.45,61.67,60.01,60.12,9397569,-3.000968054,0.013083633
2010/1/19,59.76,61.2,59.35,60.93,8056496,1.347305389,-0.019751836
2010/1/20,60.17,60.43,59.31,59.76,6954007,-1.920236337,-0.020408163
2010/1/21,59.5,59.9,56.7,56.85,13877409,-4.869477912,-0.02096519
2010/1/22,56.58,57.54,54.02,54.25,14762988,-4.573438874,0.008754209
2010/1/25,55.16,56.19,54.83,55.14,9777305,1.640552995,-0.003070761
2010/1/26,54.99,56.94,54.6,55.85,15219307,1.287631483,-0.013794027
2010/1/27,52.96,53.84,51.03,53.44,34043254,-4.315129812,-0.000271592
2010/1/28,53.82,53.82,51.2,51.86,15625607,-2.956586826,-0.010459114
2010/1/29,52.78,53.78,52,52.24,13962798,0.732741998,0.021413864
2010/2/1,52.82,53.5,52.5,52.94,7159019,1.339969372,0.037629351
2010/2/2,53.48,53.72,52.62,53.55,7667988,1.152247828,-0.003237923
2010/2/3,53.2,54,53.1,53.39,6345989,-0.298786181,-0.049766112
2010/2/4,52.8,52.86,51.38,51.4,11644933,-3.727289755,-0.027075072
2010/2/5,51.21,51.98,50.69,51.75,15989519,0.680933852,0.010119466
2010/2/8,51.64,52.15,50.5,50.78,8668847,-1.874396135,0.025601781
2010/2/9,52.7,54.25,52.55,53.53,15499119,5.41551792,0.010446344
2010/2/10,53.65,54.05,52.45,53.15,8581640,-0.709882309,0.010069817
2010/2/11,53.1,56.27,52.67,56.15,16411674,5.644402634,-0.014887678
2010/2/12,55.09,56.55,54.61,56.2,13447622,0.089047195,0.038726218
2010/2/16,56.77,57.24,56.19,57.12,7365370,1.637010676,0.003767212
2010/2/17,58.05,58.35,57.22,57.5,8454108,0.665266106,0.022000776
2010/2/18,57.15,58.05,56.85,57.81,6846924,0.539130435,0.010130429
2010/2/19,57.59,58.48,57.31,58.25,8009433,0.761113994,0.003384731
2010/2/22,58.73,58.97,58,58.03,6994824,-0.377682403,-0.017866067
2010/2/23,57.89,58.38,56.22,56.66,10314323,-2.360847837,0.014501972
2010/2/24,56.67,57.46,56.46,56.96,5810076,0.529474056,-0.022068966
2010/2/25,55.33,57.02,54.21,56.79,9966144,-0.298455056,0.022182331
2010/2/26,56.94,57.24,56.1,57.05,6108486,0.457827082,-0.012669343
2010/3/1,57.33,58.39,57.25,57.85,8399615,1.402278703,0.011561428
2010/3/2,58.28,58.82,58.02,58.15,6584292,0.518582541,0.016201959
2010/3/3,58.45,59.93,58.39,58.57,8833775,0.722269991,-0.008651588
2010/3/4,58.79,59,57.81,58.45,6199197,-0.204883046,0.016082783
2010/3/5,59.41,59.58,58.9,59.23,6628346,1.334473909,0.004294479
2010/3/8,59.47,59.49,58.57,58.91,4755705,-0.540266757,-0.004276115
2010/3/9,58.46,59.72,58.4,59.18,7693041,0.45832626,0.006993865
2010/3/10,59.11,59.5,58.43,58.78,6531417,-0.675904022,0.000365542
2010/3/11,58.79,58.98,57.92,58.9,6173881,0.204151072,-0.010231425
2010/3/12,59.53,60.49,59.35,60.36,9689526,2.478777589,-0.018090081
2010/3/15,60.04,60.25,58.38,59.47,7907528,-1.474486415,0.024564482
2010/3/16,59.65,59.68,58.84,59.45,7282247,-0.033630402,0.014434251
2010/3/17,59.65,60.5,59.49,60.22,7925556,1.295206056,-0.009284939
2010/3/18,59.61,60.39,59.34,59.77,7206998,-0.747260046,-0.019230769
2010/3/19,60.11,60.31,58.95,59.37,9425480,-0.669232056,0.008438819
2010/3/22,58.7,60.27,58.66,59.95,7512883,0.976924373,0.005168595
2010/3/23,60.1,62.51,60.01,62.41,14316690,4.103419516,-0.01701763
2010/3/24,61.96,62.54,61.42,62.06,11448093,-0.560807563,-0.000498194
2010/3/25,62.68,63.71,62.05,62.14,11363117,0.128907509,-0.00623053
2010/3/26,62.4,63.18,61.99,62.44,7887298,0.482780818,0.027210031
2010/3/29,62.76,63.6,62.76,63.48,6986497,1.665598975,0.002685547
2010/3/30,63.38,63.63,62.81,63.16,6183557,-0.504095778,0.015948381
2010/3/31,62.76,63.5,62.63,62.85,6661317,-0.490816973,0.012941881
2010/4/1,63.29,64.2,63.29,63.99,7830447,1.813842482,0.021649119
2010/4/5,64.36,65,64.2,64.99,6696129,1.562744179,0.002084298
2010/4/6,64.81,65.47,64.57,65.29,6388982,0.461609478,-0.010399815
2010/4/7,65.25,65.38,64,64.47,6972955,-1.255935059,-0.00548809
2010/4/8,64.05,64.65,63.55,64.48,5418001,0.01551109,-0.006692497
2010/4/9,64.9,65.52,64.82,65.27,6023209,1.225186104,-0.006264775
2010/4/12,65.93,67,65.76,66.73,11837386,2.236862264,-0.003211609
2010/4/13,66.7,67.25,66.16,66.19,7001609,-0.80923123,0.021718377
2010/4/14,66.37,67.37,66.2,67.28,5497774,1.646774437,-0.00432142
2010/4/15,67.16,68.71,67.16,68.22,7129579,1.397146254,-0.026744868
2010/4/16,68.05,68.23,66.34,66.88,10385998,-1.964233363,-0.017476196
2010/4/19,66.6,67.7,65.77,66.99,7969489,0.164473684,0.017909715
2010/4/20,67.71,68.3,67.4,67.5,7695334,0.761307658,-0.002410219
2010/4/21,67.74,67.92,66.7,67.75,6359395,0.37037037,0.001328823
2010/4/22,66.67,67.65,65.97,67.51,8722084,-0.354243542,0.017493063
2010/4/23,67.2,68.95,66.99,68.78,9046377,1.881202785,-0.001659948
2010/4/26,70.88,72.83,70.65,71.65,20134283,4.172724629,-0.021021378
2010/4/27,71.25,71.58,68.28,68.53,14324300,-4.354501047,0.009583889
2010/4/28,69.43,70.27,68.6,68.97,8233028,0.642054575,0.023431867
2010/4/29,69.96,70.76,69.62,70.75,7917403,2.580832246,0.010567101
2010/4/30,70.99,71.36,67.82,68.09,9428994,-3.759717314,0.001394214
2010/5/3,68.37,70.16,68.09,69.94,7886360,2.716992216,-0.040143868
2010/5/4,68.56,68.56,66.25,66.7,12561984,-4.632542179,-0.032998912
2010/5/5,65.86,67.44,64.08,65.96,11422937,-1.109445277,-0.03525
2010/5/6,65.85,66.94,58,63.5,19370709,-3.72953305,-0.026949987
2010/5/7,63.05,64.45,60.64,62.1,15725835,-2.204724409,0.023834887
2010/5/10,65.88,67,65.19,66.69,11859218,7.391304348,-0.006762908
2010/5/11,65.18,66.98,65,66.07,7482206,-0.929674614,-0.009427786
2010/5/12,66.66,68.3,66.6,68.15,7793053,3.148176177,-0.016787839
2010/5/13,68.15,68.4,66.67,66.91,6531293,-1.819515774,-0.037241194
2010/5/14,65.96,66.19,63.91,64.88,9939773,-3.033926169,-0.021365731
2010/5/17,65.01,65.74,61.99,63.78,11881237,-1.695437731,-0.009988584
2010/5/18,64.91,65.53,62.85,63.19,9597380,-0.925054876,0.007639089
2010/5/19,62.94,63.17,59.28,61.44,18584744,-2.769425542,-0.023315692
2010/5/20,59.07,60.41,58,58.67,22807950,-4.508463542,-0.003661394
2010/5/21,57.3,60.5,57.2,60.09,15890266,2.420317027,0.002939879
2010/5/24,60.06,61.11,59.09,59.22,11185253,-1.447828258,-0.050564268
2010/5/25,56.35,59.36,55.74,59.21,13795845,-0.016886187,0.104044458
2010/5/26,59.63,61.4,59.25,59.73,11568896,0.878230029,0.042505593
2010/5/27,61.36,62.12,60.82,62.06,9558184,3.900887326,-0.00751073
2010/5/28,62.42,62.42,60.05,60.76,7709405,-2.094747019,-0.017567568
2010/6/1,60.04,61.64,59.22,59.27,8346328,-2.452271231,0.002475928
2010/6/2,59.9,60.9,59.28,60.86,9455113,2.682638772,0.023874863
2010/6/3,62.29,62.36,60.42,61.11,8982766,0.410778837,-0.042749933
2010/6/4,59.49,60.2,57.36,57.76,10279591,-5.481917853,0.001679966
2010/6/7,58.01,58.28,55.8,55.83,8907089,-3.341412742,0.004612159
2010/6/8,56.01,57.18,54.89,56.61,11606276,1.397098334,0.034780189
2010/6/9,57.49,58.85,56.59,56.81,9752678,0.353294471,0.014788922
2010/6/10,58.31,60,58,59.95,9704616,5.527195916,-0.021065183
2010/6/11,59.22,60.24,58.99,60.23,7341745,0.46705588,0.014886994
2010/6/14,61.42,62.56,60.88,61,9783561,1.278432675,0.024669956
2010/6/15,61.8,63.56,61.5,63.46,11871974,4.032786885,0.010801666
2010/6/16,62.91,64.52,62.73,64.39,10565454,1.465490072,-0.010943736
2010/6/17,64.63,64.99,63.67,64.95,10579946,0.869700264,0.00468628
